BASIN,y1,y2,ychange,axis,lsr_ax,dist_cent_ax,sorensen_ax
RKB,2010,2013,3,SF,-0.1980871382886766,0.6097729871386199,0.6262576352569037
RKB,2010,2013,3,TMA,-0.7452235451411338,0.6553518293280919,0.5078589097124477
RKB,2010,2013,3,TDR,-0.6210028087244605,0.5712189038390288,0.5255633532190075
RKB,2010,2013,3,sg_rich,-0.4363517825755668,0.5152877444168256,0.5496743675801778
RKB,2010,2014,4,TT,-2.747648318544364,0.7372741188751812,0.10954470301301551
RKB,2010,2014,4,HW,-2.310309953687173,0.7243654765643763,0.143644179281413
RKB,2010,2014,4,SF,-1.9618721719348196,0.6153814225539452,0.19038436356159033
RKB,2010,2014,4,TMA,-2.9718334914711573,0.7935201738752683,0.07867683662959515
RKB,2010,2014,4,TDR,-1.2716225472412286,0.9490387469364812,0.3075750634593197
RKB,2010,2014,4,sg_rich,-2.580289396767474,0.878675415172214,0.10089563802427495
RKB,2010,2015,5,TT,-0.7821292389013127,0.8449897124294732,0.44176834453883856
RKB,2010,2015,5,HW,-0.29399828277456086,0.6807526207492822,0.5574866740725299
RKB,2010,2015,5,SF,0.011276123641212193,0.7202148040699088,0.5686396816838077
RKB,2010,2015,5,TMA,-0.8750742295821746,0.5055856918017261,0.4513416703998706
RKB,2010,2015,5,TDR,-0.5343030212625616,0.7667358510689889,0.4739366079726292
RKB,2010,2015,5,sg_rich,-0.28761978734014476,0.8004492896859605,0.5263474053047544
RKB,2010,2016,6,TT,0.5711612810339822,1.310738586394122,0.28338570760704856
RKB,2010,2016,6,HW,1.3643391651161019,1.1341365336224187,0.23275264763346776
RKB,2010,2016,6,SF,1.7286566354118276,1.2080045967938626,0.1982420996315099
RKB,2010,2016,6,TMA,0.5341988024369065,0.9908737342450676,0.28569105251557375
RKB,2010,2016,6,TDR,-0.7184558034377104,1.002161456563401,0.3830692790939865
RKB,2010,2016,6,sg_rich,1.3186484614355256,1.2772584100949624,0.21799803005861934
RKB,2010,2017,7,TT,-1.5440651513036456,0.6780969066617852,0.3225514170800976
RKB,2010,2017,7,HW,-1.06295854013832,0.7376778392329738,0.3948215665127547
RKB,2010,2017,7,SF,-0.23584819135494378,0.4960891015773681,0.6317222942798713
RKB,2010,2017,7,TMA,-1.1941338154116865,0.7304044340496447,0.37091738757974724
RKB,2010,2017,7,TDR,-1.1724543101958642,0.8305098234980768,0.35620587365176193
RKB,2010,2017,7,sg_rich,-0.9511883767067766,0.7924467523344089,0.4069396690688555
RKB,2010,2018,8,TT,0.7221534327888257,0.9992100325525445,0.3283187401822402
RKB,2010,2018,8,HW,0.8135854242793975,0.9912768186075622,0.31386558287181954
RKB,2010,2018,8,SF,1.6380722804001426,0.9252495449896262,0.24509994938391727
RKB,2010,2018,8,TMA,1.3250097218182635,0.9566176397510125,0.2633280848368767
RKB,2010,2018,8,TDR,-0.9217505574167758,0.5090242457230123,0.4813432255596704
RKB,2010,2018,8,sg_rich,1.1023645784200709,1.0373837374425572,0.27235152264427526
RKB,2010,2019,9,TT,-2.1754617434267387,0.8671990924695927,0.18705898163851362
RKB,2010,2019,9,HW,-1.5279926149428107,0.7317357243065005,0.2930754740503124
RKB,2010,2019,9,SF,-1.3347787896446859,0.7496646773835998,0.3223837673863349
RKB,2010,2019,9,TMA,-1.7621370664317368,0.7289783605621115,0.25433630096840404
RKB,2010,2019,9,TDR,-1.472710323798104,0.9272814035147582,0.3025452401616153
RKB,2010,2019,9,sg_rich,-1.5739089753156905,0.7937432770853958,0.2731476376081042
RKB,2010,2021,11,TT,1.0117047136611261,1.5076213521609254,0.25193030001253763
RKB,2010,2021,11,HW,2.336319855784533,1.4634344978671208,0.13926681389286968
RKB,2010,2021,11,SF,1.5226333641288177,1.470054725106473,0.19664026364006784
RKB,2010,2021,11,TMA,1.2230955621595678,1.2243205142852962,0.22459568796692214
RKB,2010,2021,11,TDR,-0.4831286425457065,0.9923976106189455,0.38389135667086927
RKB,2010,2021,11,sg_rich,1.8175886941971187,1.52346375458621,0.1621836822575246
RKB,2010,2022,12,TT,1.5985512109503344,2.053745547487262,0.19817260030777392
RKB,2010,2022,12,HW,2.535389695165845,1.9072830159416674,0.12336945369722156
RKB,2010,2022,12,SF,2.1889865791485374,1.9897946163288134,0.14309704917626
RKB,2010,2022,12,TMA,1.401753564917439,1.2649957020322418,0.2214783726703959
RKB,2010,2022,12,TDR,0.207392363048008,1.7519138381375532,0.43282329947728243
RKB,2010,2022,12,sg_rich,2.2179021284174616,2.141533921433932,0.12504030786540452
RKB,2010,2023,13,TT,2.288134630177184,2.1014215719806923,0.14603754985746983
RKB,2010,2023,13,HW,2.937127048082833,1.9052191216818002,0.09214537177528609
RKB,2010,2023,13,SF,2.6799376323739486,2.0149312352561606,0.10661551826321829
RKB,2010,2023,13,TMA,2.1285788807138304,1.3222855980341053,0.15840717567831078
RKB,2010,2023,13,TDR,0.9596180365331571,1.6011486180275232,0.3994176291876955
RKB,2010,2023,13,sg_rich,2.858273848826055,2.1488221975966697,0.08732825188702932
RKB,2011,2012,1,TT,-0.1559583965339004,1.6147636854925078,0.3797173036795787
RKB,2011,2012,1,HW,0.34099846124037947,1.5078827908490728,0.4044276672510861
RKB,2011,2012,1,SF,0.7896545635852643,1.2111487214698653,0.4558943976634983
RKB,2011,2012,1,TMA,-1.4101302409381737,0.8862068717085123,0.3482259800666002
RKB,2011,2012,1,TDR,-0.5077691292786698,1.7315810270239902,0.3217819645038866
RKB,2011,2012,1,sg_rich,-0.08365212486526687,1.5871062962016202,0.37995517825913555
RKB,2011,2013,2,TT,-0.43099090013915503,0.6337555434835446,0.608160544665123
RKB,2011,2013,2,HW,-0.18058270832239864,0.6257465399760164,0.6242333472051149
RKB,2011,2013,2,SF,-0.07552410738065464,0.6190105872353695,0.6539373256740116
RKB,2011,2013,2,TMA,-0.9009587825983099,0.5965480723663203,0.5051960176869998
RKB,2011,2013,2,TDR,-0.8010162268365613,0.6481291291167453,0.49371735342216044
RKB,2011,2013,2,sg_rich,-0.5105334284492227,0.5634986999680205,0.5485178783576075
RKB,2011,2014,3,TT,-2.532707406982201,0.9943119285021549,0.11684446988618247
RKB,2011,2014,3,HW,-1.85334403278901,0.8584262521174674,0.19965119859905037
RKB,2011,2014,3,SF,-1.8393091410267979,0.7604855245986633,0.20431609434953818
RKB,2011,2014,3,TMA,-3.1275687289283334,0.9836910819844978,0.07900635399272338
RKB,2011,2014,3,TDR,-1.4516359653533295,1.1795338326394267,0.27410672824866716
RKB,2011,2014,3,sg_rich,-2.65447104264113,1.0676230037822085,0.10093817808917993
RKB,2011,2015,4,TT,-0.5671883273391499,1.0895186328712274,0.4606532598589866
RKB,2011,2015,4,HW,0.1629676381236023,0.8540464549240137,0.584799145853056
RKB,2011,2015,4,SF,0.13383915454923415,0.894446282816409,0.5578904568587925
RKB,2011,2015,4,TMA,-1.0308094670393508,0.7651364035585139,0.45930002158257854
RKB,2011,2015,4,TDR,-0.7143164393746626,1.0528137662634676,0.43894252741172746
RKB,2011,2015,4,sg_rich,-0.36180143321380076,1.0286125412290215,0.4845073693550453
RKB,2011,2016,5,TT,0.7861021925961452,1.5191089586589228,0.22474860623861215
RKB,2011,2016,5,HW,1.8213050860142648,1.3022505972061946,0.1722199277157095
RKB,2011,2016,5,SF,1.8512196663198492,1.3588051108522723,0.16204792429691545
RKB,2011,2016,5,TMA,0.3784635649797305,1.1954678736018451,0.27519508225095884
RKB,2011,2016,5,TDR,-0.8984692215498113,1.2970527670036212,0.35429136936343264
RKB,2011,2016,5,sg_rich,1.2444668155618697,1.4952094956933237,0.19620231225076837
RKB,2011,2017,6,TT,-1.3291242397414826,0.9178729238933032,0.3647747088158142
RKB,2011,2017,6,HW,-0.6059926192401567,0.894830166211149,0.5315223856703368
RKB,2011,2017,6,SF,-0.11328516044692191,0.6078399338371313,0.7005776902757042
RKB,2011,2017,6,TMA,-1.3498690528688624,0.9360862942443817,0.3503906691615182
RKB,2011,2017,6,TDR,-1.3524677283079654,1.0216200585241355,0.3419472663909182
RKB,2011,2017,6,sg_rich,-1.0253700225804325,0.9442745146199766,0.417839029552374
RKB,2011,2018,7,TT,0.9370943443509886,1.1329842297256272,0.28608259922228757
RKB,2011,2018,7,HW,1.2705513451775607,1.1190471520763563,0.256668788371155
RKB,2011,2018,7,SF,1.7606353113081645,0.9797735208004243,0.23191013542188593
RKB,2011,2018,7,TMA,1.1692744843610874,1.0803479356119867,0.2809832462058596
RKB,2011,2018,7,TDR,-1.1017639755288768,0.7168747218173864,0.46353079673925096
RKB,2011,2018,7,sg_rich,1.0281829325464147,1.1643583496081393,0.2730618130424446
RKB,2011,2019,8,TT,-1.960520831864576,1.1263211593303608,0.226626908348218
RKB,2011,2019,8,HW,-1.0710266940446476,0.9520930830788371,0.43918083482699577
RKB,2011,2019,8,SF,-1.212215758736664,0.9270231052737504,0.40287393156852563
RKB,2011,2019,8,TMA,-1.9178723038889132,0.990156839425008,0.24929767840935813
RKB,2011,2019,8,TDR,-1.652723741910205,1.2072877232972772,0.28894825306058036
RKB,2011,2019,8,sg_rich,-1.6480906211893465,1.0638133657814672,0.28357127074126504
RKB,2011,2021,10,TT,1.2266456252232891,1.6249126490788603,0.19029301457773154
RKB,2011,2021,10,HW,2.7932857766826964,1.453120427548234,0.09898912507185907
RKB,2011,2021,10,SF,1.6451963950368396,1.5958845983104835,0.1555228311300309
RKB,2011,2021,10,TMA,1.0673603247023917,1.2831455018639244,0.20284668117260948
RKB,2011,2021,10,TDR,-0.6631420606578075,1.2049553087502713,0.37547160434223265
RKB,2011,2021,10,sg_rich,1.743407048323463,1.6490082095846181,0.13531476344822893
RKB,2011,2022,11,TT,1.8134921225124971,2.1706604203443898,0.14762062571620063
RKB,2011,2022,11,HW,2.9923556160640077,1.9353860359330064,0.08891911397693579
RKB,2011,2022,11,SF,2.3115496100565593,2.107948410555773,0.12288702796149235
RKB,2011,2022,11,TMA,1.2460183274602628,1.3292753609623773,0.2289026210466873
RKB,2011,2022,11,TDR,0.02737894493590714,1.9210578705235075,0.4241631546768795
RKB,2011,2022,11,sg_rich,2.1437204825438054,2.2541361264850206,0.11559772930326062
RKB,2011,2023,12,TT,2.503075541739347,2.179204969998452,0.11304967364974715
RKB,2011,2023,12,HW,3.3940929689809964,1.9077387898935683,0.06437417126974829
RKB,2011,2023,12,SF,2.8025006632819704,2.1176456542900404,0.08649746686248047
RKB,2011,2023,12,TMA,1.972843643256654,1.311719930599067,0.17496882328630775
RKB,2011,2023,12,TDR,0.7796046184210562,1.7500610569213546,0.43464307281172354
RKB,2011,2023,12,sg_rich,2.784092202952399,2.2343536221594817,0.0863741071687846
RKB,2012,2013,1,TT,-0.27503250360525466,1.0639825101851985,0.5866930467383478
RKB,2012,2013,1,HW,-0.5215811695627781,1.0101407259978985,0.48176190289039955
RKB,2012,2013,1,SF,-0.865178670965919,0.7382695280697416,0.49680973281613106
RKB,2012,2013,1,TMA,0.5091714583398639,0.5177149805726412,0.6054925813398387
RKB,2012,2013,1,TDR,-0.29324709755789147,1.1600656163049228,0.518422491868038
RKB,2012,2013,1,sg_rich,-0.4268813035839559,1.096016600692068,0.471753601036817
RKB,2012,2014,2,TT,-2.3767490104483007,1.0918791455210368,0.13829843967227165
RKB,2012,2014,2,HW,-2.1943424940293896,1.0528556472814483,0.16314898492423213
RKB,2012,2014,2,SF,-2.628963704612062,0.8491007544959054,0.11825789576362185
RKB,2012,2014,2,TMA,-1.7174384879901596,0.40730204326919384,0.22254584461172602
RKB,2012,2014,2,TDR,-0.9438668360746597,1.1738388937990811,0.4202914251271395
RKB,2012,2014,2,sg_rich,-2.5708189177758634,1.0288944823687882,0.11370286504651031
RKB,2012,2015,3,TT,-0.4112299308052495,0.9556607867080564,0.5116711149202119
RKB,2012,2015,3,HW,-0.17803082311677712,0.9554714453081155,0.564506034297403
RKB,2012,2015,3,SF,-0.6558154090360303,0.7894632922314039,0.53449348260752
RKB,2012,2015,3,TMA,0.37932077389882296,0.6026224113327805,0.5654228785149092
RKB,2012,2015,3,TDR,-0.20654731009599278,1.168954256523136,0.5303800799281043
RKB,2012,2015,3,sg_rich,-0.2781493083485339,0.7621221226370839,0.5210002506012671
RKB,2012,2016,4,TT,0.9420605891300455,1.1592509696226474,0.2863691216482633
RKB,2012,2016,4,HW,1.4803066247738856,1.2842971911795993,0.21811017620224213
RKB,2012,2016,4,SF,1.061565102734585,1.1535826255807133,0.2816828620271135
RKB,2012,2016,4,TMA,1.7885938059179043,1.0817491366343743,0.20178890948809797
RKB,2012,2016,4,TDR,-0.3907000922711415,1.2649235449033736,0.5222323487516763
RKB,2012,2016,4,sg_rich,1.3281189404271363,1.1254252503403277,0.23473757668448086
RKB,2012,2017,5,TT,-1.1731658432075822,1.2290934558469324,0.3819405469376822
RKB,2012,2017,5,HW,-0.9469910804805362,1.2384710805434458,0.42302274929077915
RKB,2012,2017,5,SF,-0.9029397240321864,1.0422835809054993,0.45909368652286964
RKB,2012,2017,5,TMA,0.060261188069311133,0.5437593188988612,0.7030437815700711
RKB,2012,2017,5,TDR,-0.8446985990292954,1.3130470512734098,0.4355751463050305
RKB,2012,2017,5,sg_rich,-0.9417178977151658,1.0696453140852822,0.4331730620098169
RKB,2012,2018,6,TT,1.093052740884889,1.637182186298817,0.2040437170890552
RKB,2012,2018,6,HW,0.9295528839371813,1.68514196306733,0.22960408800903404
RKB,2012,2018,6,SF,0.9709807477229002,1.4748988561768979,0.23081554542588126
RKB,2012,2018,6,TMA,2.579404725299261,1.022759151766159,0.12848634066585113
RKB,2012,2018,6,TDR,-0.5939948462502069,1.5039604905947443,0.4334691062737549
RKB,2012,2018,6,sg_rich,1.1118350574116818,1.6579510122044927,0.19552705824910427
RKB,2012,2019,7,TT,-1.8045624353306753,1.39088352840087,0.21774604935778114
RKB,2012,2019,7,HW,-1.4120251552850271,1.5140838633378837,0.2769020712351886
RKB,2012,2019,7,SF,-2.0018703223219285,1.3235654198668423,0.21986650349891812
RKB,2012,2019,7,TMA,-0.5077420629507394,1.0091363531392297,0.4949269786914037
RKB,2012,2019,7,TDR,-1.1449546126315353,1.6434488115525312,0.33841537804752625
RKB,2012,2019,7,sg_rich,-1.5644384963240796,1.3180029953910257,0.24825876025662696
RKB,2012,2021,9,TT,1.3826040217571895,1.5045710154057912,0.18842077027723586
RKB,2012,2021,9,HW,2.452287315442317,1.5034483048767608,0.10504396620238493
RKB,2012,2021,9,SF,0.855541831451575,1.0984308064707584,0.28613915271704377
RKB,2012,2021,9,TMA,2.4774905656405655,1.4408816669822857,0.12254774121425292
RKB,2012,2021,9,TDR,-0.15537293137913746,1.1360028788246528,0.3950419598965348
RKB,2012,2021,9,sg_rich,1.8270591731887298,1.4964961220356945,0.14826406206816073
RKB,2012,2022,10,TT,1.9694505190463976,1.473514198040866,0.16351420041166373
RKB,2012,2022,10,HW,2.651357154823628,1.367662741553148,0.1083505688724638
RKB,2012,2022,10,SF,1.5218950464712946,1.3019679202275258,0.2584014960867732
RKB,2012,2022,10,TMA,2.6561485683984367,1.4180759532170628,0.10690797174428276
RKB,2012,2022,10,TDR,0.535148074214577,0.9906098665225687,0.48643010913121226
RKB,2012,2022,10,sg_rich,2.2273726074090723,1.4930180383914338,0.13009510783073835
RKB,2012,2023,11,TT,2.6590339382732475,1.5443675923401496,0.108700253936823
RKB,2012,2023,11,HW,3.0530945077406173,1.3424877917487092,0.07886086836492506
RKB,2012,2023,11,SF,2.0128460996967057,1.2470350698311061,0.18515887903841824
RKB,2012,2023,11,TMA,3.382973884194828,1.460546190740345,0.06259803934596603
RKB,2012,2023,11,TDR,1.2873737476997258,1.00396373911317,0.33371415033241864
RKB,2012,2023,11,sg_rich,2.8677443278176655,1.5678860896549969,0.08788428351760294
RKB,2013,2014,1,TT,-2.101716506843046,0.6067661075386974,0.1849791035652667
RKB,2013,2014,1,HW,-1.6727613244666113,0.5433029197379535,0.2550455057585033
RKB,2013,2014,1,SF,-1.7637850336461431,0.6184545103440339,0.24324664649331024
RKB,2013,2014,1,TMA,-2.2266099463300235,0.7794768617530352,0.16184035384384088
RKB,2013,2014,1,TDR,-0.6506197385167681,0.8184347653074642,0.5146609714255521
RKB,2013,2014,1,sg_rich,-2.1439376141919073,0.688002105602923,0.1703121478942345
RKB,2013,2015,2,TT,-0.13619742719999484,0.7676097124017043,0.640719128614877
RKB,2013,2015,2,HW,0.34355034644600096,0.6896303762332333,0.620055163946083
RKB,2013,2015,2,SF,0.20936326192988872,0.8459964164431624,0.5792817392547122
RKB,2013,2015,2,TMA,-0.12985068444104092,0.8409904481734525,0.6153138868754999
RKB,2013,2015,2,TDR,0.08669978746189873,0.8274028881234105,0.5707405564280154
RKB,2013,2015,2,sg_rich,0.14873199523542202,0.6704881479249774,0.5135327640198177
RKB,2013,2016,3,TT,1.2170930927353,1.2091329672919948,0.27364637261541874
RKB,2013,2016,3,HW,2.0018877943366635,1.2328943861452146,0.182145681128387
RKB,2013,2016,3,SF,1.926743773700504,1.3275707514503547,0.16414962363791386
RKB,2013,2016,3,TMA,1.2794223475780402,1.2907545906214772,0.22729469275626288
RKB,2013,2016,3,TDR,-0.09745299471325006,1.1259979691201452,0.47439688583568257
RKB,2013,2016,3,sg_rich,1.7550002440110923,1.2411358799980174,0.1725586216135745
